company_id,company_name,parent_company,hq_country,hq_region,founded_year,maturity_class,ownership_type,sector,status,ceased_year,segment_primary,segment_secondary,modality_primary,unit_of_observation,temporal_granularity,spatial_scope,countries_claimed,domains_primary,domains_secondary,human_subjects,consent_model,access_model,microdata_access,evidence_level,notes
observa,Observa,NA,USA,NOAM,2015,scaleup,private_vc,for_profit,active,NA,crowd_micro,retail_pricing,crowd_task,place,episodic,single_country,1,prices_retail|consumer_behavior,NA,direct,platform_terms,project_commission,commercial_only,C,Pays gig workers to audit retail shelves and collect in-store photographs
ookla,Ookla,Ziff Davis,USA,NOAM,2006,established,subsidiary,for_profit,active,NA,distributed_sensing,telecom_data,crowd_sensor,device,real_time,global,190,device_telemetry|infrastructure,NA,indirect,platform_terms,subscription,commercial_only,B,Speedtest crowdsources network performance measurements from user devices worldwide
purpleair,PurpleAir,NA,USA,NOAM,2015,scaleup,private_independent,for_profit,active,NA,distributed_sensing,climate_risk,crowd_sensor,place,real_time,global,100,environment_climate,NA,none,platform_terms,open_free,open,B,Consumer air quality sensors publishing to an open real-time map
motive,Motive,NA,USA,NOAM,2013,scaleup,private_vc,for_profit,active,NA,iot_telemetry,NA,device_passive,vehicle,real_time,multi_region,3,device_telemetry|mobility_location,supply_chain,indirect,contractual_third_party,subscription,commercial_only,B,Formerly KeepTruckin; electronic logging and dashcam telemetry for commercial fleets
lytx,Lytx,NA,USA,NOAM,1998,established,private_pe,for_profit,active,NA,iot_telemetry,NA,device_passive,vehicle,real_time,multi_region,3,device_telemetry,mobility_location,direct,contractual_third_party,subscription,commercial_only,B,Formerly DriveCam; video telematics with one of the largest driving behaviour databases
catalina_marketing,Catalina Marketing,NA,USA,NOAM,1983,established,private_pe,for_profit,active,NA,retail_pricing,consumer_broker,transaction,transaction,daily,multi_region,8,prices_retail|consumer_behavior,NA,indirect,contractual_third_party,subscription,commercial_only,B,Purchase histories from supermarket point of sale used for targeted couponing
inmar_intelligence,Inmar Intelligence,NA,USA,NOAM,1980,established,private_pe,for_profit,active,NA,retail_pricing,consumer_broker,transaction,transaction,daily,single_country,1,prices_retail|consumer_behavior,supply_chain,indirect,contractual_third_party,subscription,commercial_only,B,Coupon clearing and returns processing generating retail transaction data
data_axle,Data Axle,NA,USA,NOAM,1972,established,private_pe,for_profit,active,NA,consumer_broker,b2b_firmographic,admin_records,individual,quarterly,single_country,1,firmographic|consumer_behavior,NA,indirect,public_record,subscription,commercial_only,B,Formerly infoUSA; compiles consumer and business files from public and licensed sources
bombora,Bombora,NA,USA,NOAM,2014,scaleup,private_independent,for_profit,active,NA,b2b_firmographic,web_data,device_passive,firm,weekly,global,100,firmographic|web_content,NA,indirect,platform_terms,subscription,commercial_only,B,Business intent data from a cooperative of business to business publishers
thinknum,Thinknum Alternative Data,NA,USA,NOAM,2013,scaleup,private_vc,for_profit,active,NA,financial_altdata,web_data,web_scrape,firm,daily,global,100,firmographic|web_content,labor_employment,none,platform_terms,subscription,commercial_only,B,"Scrapes company websites for job postings, headcount and product signals"
om1,OM1,NA,USA,NOAM,2015,scaleup,private_vc,for_profit,active,NA,health_rwd,NA,clinical_records,patient,monthly,single_country,1,health_clinical,NA,indirect,contractual_third_party,subscription,commercial_only,B,Clinical registries and outcomes data in chronic disease
verana_health,Verana Health,NA,USA,NOAM,2016,scaleup,private_vc,for_profit,active,NA,health_rwd,NA,clinical_records,patient,quarterly,single_country,1,health_clinical,NA,indirect,contractual_third_party,subscription,commercial_only,B,Exclusive data partner to several US medical specialty society registries
atropos_health,Atropos Health,NA,USA,NOAM,2019,startup,private_vc,for_profit,active,NA,health_rwd,NA,clinical_records,patient,episodic,single_country,1,health_clinical,NA,indirect,contractual_third_party,subscription,researcher_restricted,B,Generates observational evidence on demand from partner health system records
aetion,Aetion,NA,USA,NOAM,2013,scaleup,private_vc,for_profit,active,NA,health_rwd,NA,clinical_records,patient,episodic,single_country,1,health_clinical,NA,indirect,contractual_third_party,subscription,commercial_only,B,Real world evidence platform used in regulatory submissions
edison_research,Edison Research,NA,USA,NOAM,1994,established,private_independent,for_profit,active,NA,audience_measurement,survey_insights,telephone,individual,quarterly,single_country,1,media_audience|public_opinion,NA,direct,explicit_consent,subscription,none,B,Runs the US national election exit poll and the Infinite Dial audio audience study
luminate_data,Luminate,NA,USA,NOAM,2020,scaleup,private_pe,for_profit,active,NA,audience_measurement,NA,api_partner,document,weekly,global,30,media_audience,NA,none,contractual_third_party,subscription,commercial_only,B,Music consumption measurement; the former Nielsen Music and MRC Data business
flashpoint,Flashpoint,NA,USA,NOAM,2010,scaleup,private_pe,for_profit,active,NA,social_osint,NA,web_scrape,document,real_time,global,150,social_discourse|conflict_security,NA,indirect,public_record,subscription,commercial_only,B,Collects from illicit online communities for threat intelligence
zignal_labs,Zignal Labs,NA,USA,NOAM,2011,scaleup,private_vc,for_profit,active,NA,social_osint,audience_measurement,api_partner,document,real_time,global,150,social_discourse|media_audience,NA,indirect,platform_terms,subscription,commercial_only,B,"Media and narrative intelligence across broadcast, print and social sources"
albedo,Albedo,NA,USA,NOAM,2020,startup,private_vc,for_profit,active,NA,earth_observation,NA,remote_sensing,area,daily,global,195,earth_observation,infrastructure,none,not_applicable,subscription,commercial_only,B,Very low earth orbit satellites for ten centimetre class optical imagery
centaur_labs,Centaur Labs,NA,USA,NOAM,2018,scaleup,private_vc,for_profit,active,NA,ai_training_data,crowd_micro,crowd_task,document,episodic,global,60,ai_labels|health_clinical,NA,none,platform_terms,project_commission,commercial_only,B,Crowdsources medical image and signal labelling from clinically trained annotators
fulcrum_app,Fulcrum,NA,USA,NOAM,2011,scaleup,private_independent,for_profit,active,NA,collection_software,NA,mobile_app,place,episodic,global,60,infrastructure,environment_climate,none,not_applicable,subscription,none,C,Mobile field inspection and data collection platform for utilities and engineering
rep_data,Rep Data,NA,USA,NOAM,2018,scaleup,private_independent,for_profit,active,NA,panel_sample,NA,online_panel,individual,episodic,global,60,consumer_behavior|public_opinion,NA,direct,explicit_consent,panel_rental,none,C,Sample marketplace with an emphasis on fraud screening
understanding_america,Understanding America Study,University of Southern California,USA,NOAM,2014,scaleup,academic,academic,active,NA,panel_sample,survey_insights,online_panel,individual,monthly,single_country,1,public_opinion|health_clinical,labor_employment,direct,explicit_consent,open_free,researcher_restricted,B,Probability internet panel; microdata released free to researchers
tegus,Tegus,AlphaSense,USA,NOAM,2017,scaleup,subsidiary,for_profit,absorbed,2024,expert_network,NA,expert_elicit,document,episodic,global,80,firmographic,NA,direct,explicit_consent,subscription,commercial_only,A,Expert call transcript library; acquired by AlphaSense for 930 million dollars in 2024
coleman_research,Coleman Research,Third Bridge,USA,NOAM,2003,established,subsidiary,for_profit,absorbed,2021,expert_network,NA,expert_elicit,individual,episodic,global,80,firmographic,NA,direct,explicit_consent,subscription,none,B,Expert network acquired by Third Bridge in 2021 and folded into its brand
clearbit,Clearbit,HubSpot,USA,NOAM,2015,scaleup,subsidiary,for_profit,absorbed,2023,b2b_firmographic,web_data,web_scrape,firm,daily,global,150,firmographic|web_content,NA,indirect,public_record,api_license,commercial_only,A,Acquired by HubSpot in December 2023 for 150 million dollars and folded into its platform
cybersyn,Cybersyn,Snowflake,USA,NOAM,2022,startup,subsidiary,for_profit,absorbed,2024,financial_altdata,b2b_firmographic,api_partner,firm,weekly,global,150,firmographic|financial_transactions,labor_employment,none,public_record,marketplace,commercial_only,B,Packaged public and licensed economic data for the Snowflake marketplace; acquired by Snowflake in 2024
aurora_insight,Aurora Insight,HawkEye 360,USA,NOAM,2015,scaleup,subsidiary,for_profit,absorbed,2022,earth_observation,distributed_sensing,signals_rf,area,weekly,global,195,infrastructure|earth_observation,NA,none,not_applicable,subscription,commercial_only,B,Radio frequency spectrum mapping from satellites and ground sensors; assets acquired by HawkEye 360
zendrive,Zendrive,Credit Karma,USA,NOAM,2013,scaleup,subsidiary,for_profit,absorbed,2022,iot_telemetry,location_mobility,device_passive,device,real_time,single_country,1,device_telemetry|mobility_location,NA,indirect,platform_terms,api_license,commercial_only,B,Smartphone driving behaviour telemetry for insurers; acquired by Credit Karma in 2022
knowledge_networks,Knowledge Networks,Ipsos,USA,NOAM,1998,established,subsidiary,for_profit,absorbed,2011,panel_sample,survey_insights,online_panel,individual,episodic,single_country,1,public_opinion|consumer_behavior,health_clinical,direct,explicit_consent,panel_rental,researcher_restricted,B,Built the first probability based US internet panel; sold to GfK in 2011 and now Ipsos KnowledgePanel
forsa,forsa,NA,DEU,WEU,1984,established,private_independent,for_profit,active,NA,survey_insights,NA,telephone,individual,weekly,single_country,1,public_opinion,consumer_behavior,direct,explicit_consent,project_commission,none,B,Runs the weekly Forsa-Bus political tracker for RTL and Stern
infratest_dimap,Infratest dimap,Kantar,DEU,WEU,1997,established,subsidiary,for_profit,active,NA,survey_insights,NA,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,B,Produces the ARD DeutschlandTrend and federal election projections
allensbach,Institut fuer Demoskopie Allensbach,NA,DEU,WEU,1947,established,private_independent,for_profit,active,NA,survey_insights,NA,face_to_face,individual,monthly,single_country,1,public_opinion,consumer_behavior,direct,explicit_consent,project_commission,none,B,The oldest German opinion institute; founded by Elisabeth Noelle-Neumann and Erich Peter Neumann
civey,Civey,NA,DEU,WEU,2015,scaleup,private_vc,for_profit,active,NA,survey_insights,panel_sample,online_panel,individual,daily,single_country,1,public_opinion,NA,direct,explicit_consent,subscription,none,B,River sampling through publisher websites; its method is contested among German pollsters
insa_consulere,INSA-CONSULERE,NA,DEU,WEU,2009,scaleup,private_independent,for_profit,active,NA,survey_insights,NA,online_panel,individual,weekly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,B,Erfurt polling institute publishing weekly Sonntagsfrage results for Bild
infas,infas Institut fuer angewandte Sozialwissenschaft,NA,DEU,WEU,1959,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion|mobility_location,labor_employment,direct,explicit_consent,project_commission,researcher_restricted,B,Bonn field institute running federal mobility and labour studies including Mobilitaet in Deutschland
gesis,GESIS Leibniz Institute for the Social Sciences,NA,DEU,WEU,1986,established,academic,academic,active,NA,survey_insights,collection_software,face_to_face,individual,annual,multi_region,30,public_opinion,education,direct,explicit_consent,open_free,open,B,Runs ALLBUS and the German arm of the European Social Survey; archives and distributes microdata free
